p,k,DistanciaPromedio,tDistancia,DensidadPromedio,tDensidad
0.0, 48, 0.03857421875, 1.6195893563258323, 0.7756578947368417, 0.22815590467780567 
0.02, 48, 0.0385589599609375, 1.5499898093680713, 0.7759961679327178, 0.1930408915852695 
0.04, 48, 0.038524627685546875, 1.5521665142184702, 0.776761418904751, 0.16279587212397928 
0.06, 48, 0.03850555419921875, 1.8297617930998058, 0.7771877738056018, 0.1618018447511531 
0.08, 48, 0.038455963134765625, 1.4082575147974694, 0.7783219448780806, 0.16652973372470115 
0.1, 48, 0.038417816162109375, 1.2976316830622636, 0.7791896329608006, 0.1637997727734728 
0.12, 48, 0.038356781005859375, 1.2771904745450229, 0.7805828684103986, 0.16025738221355823 
0.14, 48, 0.03827667236328125, 1.318392009980471, 0.782458227034189, 0.16991238877585602 
0.16, 48, 0.038211822509765625, 1.3409665514550397, 0.7840407207818527, 0.17429929709328462 
0.18, 48, 0.038127899169921875, 1.421059980859809, 0.7860354187493059, 0.17167300554524445 
0.2, 48, 0.03798675537109376, 1.3827100592468469, 0.7893836881410843, 0.17588889460898827 
0.22, 48, 0.037872314453125, 1.4607604256509603, 0.7921603670619052, 0.17420761666858198 
0.24, 48, 0.0377655029296875, 1.3225504224703855, 0.7948277748392006, 0.17050513798244538 
0.26, 48, 0.037647247314453125, 1.4057003361851912, 0.7978218601449898, 0.18943432472792665 
0.28, 48, 0.037509918212890625, 1.3834389186224598, 0.8013800845578922, 0.18203712493004787 
0.3, 48, 0.03739166259765625, 1.3938883713253745, 0.8045058623038568, 0.19383533772611372 
0.32, 48, 0.037235260009765625, 1.6856412234683376, 0.8085012038496364, 0.200921176697193 
0.34, 48, 0.037067413330078125, 1.3883582786365878, 0.813042112436469, 0.18487710239082844 
0.36, 48, 0.036914825439453125, 1.2968407630914953, 0.8171541251865582, 0.17578205165273175 
0.38, 48, 0.0367279052734375, 1.2936368848684197, 0.822280641843423, 0.18236259043737846 
0.4, 48, 0.03649139404296875, 1.313452550796228, 0.8289599460209229, 0.18725867772855054 
0.42, 48, 0.03627777099609375, 1.327512801760804, 0.835184058050258, 0.2072880295690993 
0.44, 48, 0.036041259765625, 1.3408695817752232, 0.8419025884819785, 0.2168629920681724 
0.46, 48, 0.03580474853515625, 1.308861829842499, 0.848845823428549, 0.2007293530393781 
0.48, 48, 0.035572052001953125, 1.3784091894815447, 0.8556314148353145, 0.23391273010906843 
0.5, 48, 0.03533172607421875, 1.4299677919616443, 0.8628722769269358, 0.24695532836040002 
