p,k,DistanciaPromedio,tDistancia,DensidadPromedio,tDensidad
0.001, 7, 0.15625, 0.8721985459484642, 0.6923076923076931, 0.005340032116350812 
0.021, 7, 0.13479995727539062, 0.8657015773969761, 0.6897836538461546, 0.003273696392511738 
0.041, 7, 0.1119842529296875, 0.8614856883331186, 0.6851554695304702, 0.0033713713064287276 
0.061, 7, 0.09483718872070312, 0.864074602477217, 0.6803876349943166, 0.0033004952858561865 
0.081, 7, 0.08876419067382812, 0.826626322578278, 0.6762686500491383, 0.003342809327989471 
0.101, 7, 0.08603286743164062, 0.8195669298835355, 0.6749893707482997, 0.0034450682631188556 
0.121, 7, 0.0804595947265625, 0.8308912254075835, 0.6771005036630039, 0.00381848968490317 
0.141, 7, 0.07587051391601562, 0.8596485536707803, 0.6824409108823667, 0.004043459342199185 
0.161, 7, 0.0686187744140625, 0.8669939187669229, 0.6982359902002758, 0.004692627271822403 
0.181, 7, 0.059295654296875, 0.8776859719782237, 0.7246986839052633, 0.005472968732050276 
0.201, 7, 0.058162689208984375, 0.8855158328567256, 0.7287858999596211, 0.005563591305588034 
0.221, 7, 0.058162689208984375, 0.898428668045625, 0.7287858999596211, 0.005521982497498357 
0.241, 7, 0.058162689208984375, 0.8842961305924177, 0.7287858999596211, 0.005424307583581367 
0.261, 7, 0.058162689208984375, 0.8814258280681884, 0.7287858999596211, 0.005519866795395956 
0.281, 7, 0.058162689208984375, 0.8804600100566233, 0.7287858999596211, 0.005387635413768521 
0.301, 7, 0.058162689208984375, 0.8662414340511191, 0.7287858999596211, 0.005370357179884877 
0.321, 7, 0.058162689208984375, 0.8808863240310529, 0.7287858999596211, 0.005356252499183256 
0.341, 7, 0.058162689208984375, 0.8531663950340089, 0.7287858999596211, 0.005365420541608046 
0.361, 7, 0.058162689208984375, 0.8563371272573477, 0.7287858999596211, 0.005356605116190849 
0.381, 7, 0.058162689208984375, 0.8435237300674601, 0.7287858999596211, 0.005234247011031812 
0.401, 7, 0.058162689208984375, 0.8244284607068266, 0.7287858999596211, 0.005049828310774274 
0.421, 7, 0.058162689208984375, 0.823334995334875, 0.7287858999596211, 0.005044891672525864 
0.441, 7, 0.058162689208984375, 0.8213472932059744, 0.7287858999596211, 0.0050780376721775156 
0.461, 7, 0.058162689208984375, 0.8204389517683239, 0.7287858999596211, 0.005042775970423463 
0.481, 7, 0.058162689208984375, 0.8333620128507562, 0.7287858999596211, 0.00519510652208055 
0.501, 7, 0.058162689208984375, 0.8650319576803156, 0.7287858999596211, 0.0053537841800448405 
