p,k,DistanciaPromedio,tDistancia,DensidadPromedio,tDensidad
0.001, 2, 0.4026069641113281, 0.8063688275272582, 0.49687499999999996, 0.00037201095369354675 
0.021, 2, 0.21111679077148438, 0.7858426383087362, 0.48723958333333334, 0.0003917575066871848 
0.041, 2, 0.1670684814453125, 0.7808968320181897, 0.48082618464052285, 0.00042525612337129814 
0.061, 2, 0.13380050659179688, 0.7768918079309195, 0.47130208333333323, 0.00046615969742447305 
0.081, 2, 0.11331939697265625, 0.7966376556892314, 0.4650213068181816, 0.0005384461860593603 
0.101, 2, 0.09907913208007812, 0.7844977570031517, 0.4713084552304962, 0.0006710301847228095 
0.121, 2, 0.088470458984375, 0.7694752141972074, 0.5005006925599276, 0.0009090466716834555 
0.141, 2, 0.07863235473632812, 0.7890451060636714, 0.5510281968390807, 0.0013258399866273862 
0.161, 2, 0.0718841552734375, 0.7996356055738865, 0.5932144547175306, 0.0016075809837872157 
0.181, 2, 0.060565948486328125, 0.8379537916555293, 0.6963398129921277, 0.0022179610414596596 
0.201, 2, 0.060565948486328125, 0.8600156279862254, 0.6963398129921277, 0.0021537847442374414 
0.221, 2, 0.060565948486328125, 0.826948261915458, 0.6963398129921277, 0.0020222585966251927 
0.241, 2, 0.060565948486328125, 0.8085321329309743, 0.6963398129921277, 0.0020321318731255644 
0.261, 2, 0.060565948486328125, 0.8043698416538021, 0.6963398129921277, 0.0020441208517247844 
0.281, 2, 0.060565948486328125, 0.7995594402980615, 0.6963398129921277, 0.002022611213639891 
0.301, 2, 0.060565948486328125, 0.7618283615509256, 0.6963398129921277, 0.0020377737454069234 
0.321, 2, 0.060565948486328125, 0.7730197204593381, 0.6963398129921277, 0.002103713127716844 
0.341, 2, 0.060565948486328125, 0.7816902203080573, 0.6963398129921277, 0.0020899610640299215 
0.361, 2, 0.060565948486328125, 0.7943636285419515, 0.6963398129921277, 0.002085729659818014 
0.381, 2, 0.060565948486328125, 0.8058755163194675, 0.6963398129921277, 0.0021618949356394523 
0.401, 2, 0.060565948486328125, 0.7724005249762129, 0.6963398129921277, 0.002033542341195016 
0.421, 2, 0.060565948486328125, 0.7626404385427321, 0.6963398129921277, 0.002024374298734699 
0.441, 2, 0.060565948486328125, 0.760332560161757, 0.6963398129921277, 0.0020293109369831086 
0.461, 2, 0.060565948486328125, 0.7577464669537903, 0.6963398129921277, 0.0020261373838224017 
0.481, 2, 0.060565948486328125, 0.7587077009440932, 0.6963398129921277, 0.0020906662980593183 
0.501, 2, 0.060565948486328125, 0.7795561821168135, 0.6963398129921277, 0.0020857296598109087 
