p,k,DistanciaPromedio,tDistancia,DensidadPromedio,tDensidad
0.001, 29, 0.050537109375, 1.1528799289687868, 0.7368421052631599, 0.054996971019818375 
0.021, 29, 0.050449371337890625, 1.0896140888834225, 0.7366597038512431, 0.052064255283426064 
0.041, 29, 0.050258636474609375, 1.1004214478595031, 0.7360934425469261, 0.055283648655176876 
0.061, 29, 0.04988861083984375, 1.1347617613643024, 0.7351173776201209, 0.05706365936077873 
0.081, 29, 0.049560546875, 1.1173019297319797, 0.7352842079076954, 0.05392536790293434 
0.101, 29, 0.049167633056640625, 1.1115010271734036, 0.7359640606116942, 0.05451106476937184 
0.121, 29, 0.04866790771484375, 1.0784576390598204, 0.7373595904392671, 0.054683494491087004 
0.141, 29, 0.047954559326171875, 1.0949086334045433, 0.7410386719400612, 0.05465916391688097 
0.161, 29, 0.047588348388671875, 1.3255459040359483, 0.743574046302865, 0.05576320779937305 
0.181, 29, 0.047588348388671875, 1.063162170682176, 0.743574046302865, 0.054058304518662226 
0.201, 29, 0.047588348388671875, 1.061536958847455, 0.743574046302865, 0.05428538987803222 
0.221, 29, 0.047588348388671875, 1.0795355892829548, 0.743574046302865, 0.055901081053207236 
0.241, 29, 0.047588348388671875, 1.0963229802625847, 0.743574046302865, 0.05613169258288053 
0.261, 29, 0.047588348388671875, 1.1082350883552863, 0.743574046302865, 0.05746211659072742 
0.281, 29, 0.047588348388671875, 1.1264928922987565, 0.743574046302865, 0.05666167596041305 
0.301, 29, 0.047588348388671875, 1.098516963346924, 0.743574046302865, 0.057480100058569406 
0.321, 29, 0.047588348388671875, 1.13384284141614, 0.743574046302865, 0.059146920701323324 
0.341, 29, 0.047588348388671875, 1.1099844213802044, 0.743574046302865, 0.05572477254440855 
0.361, 29, 0.047588348388671875, 1.1089664160499524, 0.743574046302865, 0.057721642715819144 
0.381, 29, 0.047588348388671875, 1.160475652147511, 0.743574046302865, 0.059164551552271405 
0.401, 29, 0.047588348388671875, 1.1039003673564594, 0.743574046302865, 0.05762361518486614 
0.421, 29, 0.047588348388671875, 1.1185942711018697, 0.743574046302865, 0.06010639160660958 
0.441, 29, 0.047588348388671875, 1.1131124869442601, 0.743574046302865, 0.05567258522569318 
0.461, 29, 0.047588348388671875, 1.0742551494425925, 0.743574046302865, 0.05425330172943177 
0.481, 29, 0.047588348388671875, 1.0755189288341853, 0.743574046302865, 0.055830205032634694 
0.501, 29, 0.047588348388671875, 1.098360754008013, 0.743574046302865, 0.057445543590915804 
