1, 1.198897437497774e-05, 1.551514330879472e-05
2, 4.160879341904081e-05, 7.404954761015825e-06
3, 0.00045099700663519225, 5.7123936727835126e-05
4, 0.0019679548819632603, 1.1636357481598775e-05
5, 0.020448253647204685, 0.007443037385500888
6, 0.15639899165673166, 0.18711333353785112
7, 1.1623455229467208, 72.999834622677
1, 1.1988974392806995e-05, 5.994487167981788e-06
2, 3.4203838652047125e-05, 2.1157013605943575e-05
3, 0.00015056741347052593, 1.2694208180619171e-05
4, 0.0010550297450038215, 1.1283740576573109e-05
5, 0.01017758139366265, 0.00019323405757631917
6, 0.15481080516894963, 0.3791809344276942
7, 1.1699937833641627, 13.28948894881026
1, 1.1283740604994819e-05, 5.641870302497409e-06
2, 3.314598797032886e-05, 5.289253408591321e-06
3, 0.00015303573172786855, 5.641870302497409e-06
4, 0.0012419166984614094, 3.843524137892018e-05
5, 0.02539723174578512, 0.03163467197288128
6, 0.17480841442636574, 0.315842477570925
7, 1.1702861027687845, 99.06993486108126
1, 9.520656121305853e-06, 1.3399441948504531e-05
2, 3.8082624485223995e-05, 8.110188547778494e-06
3, 0.00013505227016519065, 2.0099162922756868e-05
4, 0.0012549635235454635, 1.1636357481595305e-05
5, 0.013409315221519225, 0.04181119551584149
6, 0.18135721537028826, 9.220788599472696
7, 1.1805049403389845, 4.784248885466155
1, 9.168039227924155e-06, 1.4457292628649628e-05
2, 3.5614306231551186e-05, 5.641870294107419e-06
3, 0.00017560321290408572, 1.2341591268359708e-05
4, 0.0010384567510091092, 8.88594571321899e-05
5, 0.0129780647609134, 0.028299974012134937
6, 0.16537661776222973, 0.4696782970296611
7, 1.1597393314877364, 21.309409334968066
1, 1.1636357612587744e-05, 1.6925610907492228e-05
2, 3.103028666373575e-05, 5.641870302497409e-06
3, 0.00025000537743835594, 3.737739098141901e-05
4, 0.0018399549494461098, 3.0677669656142825e-05
5, 0.01863157141224292, 0.01974795649675798
6, 0.15761164115338033, 0.366177128633808
7, 1.1906275134970201, 22.76945237538621
1, 1.1283740604994819e-05, 5.2892532949044835e-06
2, 4.442972840479342e-05, 5.641870302497409e-06
3, 0.00014034152354724938, 9.873273029370466e-06
4, 0.0009725173918013752, 6.34710386293591e-06
5, 0.012458307460292417, 0.0019739493691304233
6, 0.14145297201412177, 0.15714125021713699
7, 1.2415697234669096, 3.0125351779429366
1, 9.520656121305853e-06, 4.936636507343775e-06
2, 3.773000759184353e-05, 2.6446267003626955e-05
3, 0.00014809909522030262, 6.699720974251422e-06
4, 0.00106878180383993, 0.00010472721733435775
5, 0.011845811916264784, 0.025172614784732678
6, 0.15096904411554693, 0.8029947047521121
7, 1.1948458693928183, 7.147345200302263
1, 1.445729262883333e-05, 7.0523378674636206e-06
2, 4.54875792463838e-05, 1.1988974375043426e-05
3, 0.0001428098418205792, 1.6220377094811056e-05
4, 0.00183854448209253, 0.0003889364333993228
5, 0.016034195375851823, 0.004186267758228723
6, 0.18130114928424135, 0.8174343665360926
7, 1.246795505827171, 117.34424541571592
1, 1.1283740604994819e-05, 4.936636486263524e-06
2, 2.9972435925174068e-05, 5.289253408591321e-06
3, 0.00014386769248631026, 5.289253408591321e-06
4, 0.0012778836216114087, 7.40495477202785e-06
5, 0.012577491970034771, 0.07794666951582485
6, 0.14423018266612075, 0.9560720452731744
7, 1.2184881268602794, 64.01502359535942
1, 1.5162526409540078e-05, 5.289253408591321e-06
2, 3.173552039470451e-05, 5.289253408591321e-06
