a p ford tiempo
0 0.0 5 0.00021227529496392616
1 0.0 5 0.00020769127696637635
2 0.0 4 0.00047709048851526936
3 0.0 4 0.0007369690473000012
4 0.0 4 0.0002630521097061189
5 0.0 4 0.00042031918869933627
6 0.0 3 0.0001071954977890921
7 0.0 3 0.00011601091701515798
8 0.0 3 0.00010613764748196308
9 0.0 3 0.00010578503071292933
10 0.0 3 9.591176117970668e-05
11 0.0 3 8.956465933693258e-05
12 0.0 3 0.00011601091701515798
12 0.0 3 8.639110841554554e-05
13 0.0 3 8.850680902980357e-05
14 0.0 2 8.533325810841652e-05
15 0.0 2 7.898615626564243e-05
16 0.0 2 8.145447364896197e-05
17 0.0 2 6.981812027051504e-05
18 0.0 1 0.0001632615640669577
19 0.0 1 5.007158120412525e-05
20 0.0 1 4.33718625923174e-05
20 0.0 1 4.478232966848017e-05
21 0.0 1 2.574102414013013e-05
22 0.0 0 5.641868304706588e-06
0 0.0 5 0.00020487034281402305
1 0.0 5 0.00020945436081157287
2 0.0 4 0.00016185109699076716
3 0.0 3 0.000168198198833569
4 0.0 3 0.00017101913298589455
5 0.0 3 0.00028632481646295727
6 0.0 3 0.0002147436123472457
7 0.0 3 0.00023272706756843897
8 0.0 3 0.0001375205399267998
9 0.0 2 0.0001107216654795129
10 0.0 2 8.921204256789883e-05
11 0.0 2 8.603849164651178e-05
12 0.0 1 5.253989858741703e-05
13 0.0 1 5.289251535645079e-05
14 0.0 1 0.00011283736609379869
15 0.0 0 6.347101842774094e-06
0 0.0 5 0.00033780686474327304
1 0.0 5 0.000334633313821886
2 0.0 5 0.00030748182260556534
3 0.0 5 0.0003162972418316312
4 0.0 4 0.00024788958863727895
5 0.0 4 0.00024612650479205467
6 0.0 4 0.00020945436081157287
7 0.0 4 0.00013611007285063703
8 0.0 3 9.943792887012748e-05
9 0.0 3 9.626437794874043e-05
10 0.0 3 9.309082702738114e-05
11 0.0 2 9.062250964408936e-05
12 0.0 2 7.687045565141215e-05
13 0.0 2 5.959223396828639e-05
14 0.0 2 5.712391658496685e-05
15 0.0 2 5.4655599201675065e-05
16 0.0 2 5.289251535645079e-05
17 0.0 1 2.6798874447259147e-05
18 0.0 1 2.468317383302887e-05
18 0.0 1 2.4330557063967362e-05
19 0.0 1 2.4330557063967362e-05
20 0.0 1 2.1157006142580315e-05
21 0.0 0 1.0225886302256404e-05
0 0.0 5 0.00034521181689317615
1 0.0 5 0.0003494432181216922
2 0.0 4 0.00019817062420218745
3 0.0 4 0.00017630838452153963
4 0.0 3 0.0002803303313892447
5 0.0 2 0.0001269420368554819
6 0.0 2 0.0001537409113027688
7 0.0 2 0.00014950951007425273
8 0.0 1 9.309082702738114e-05
9 0.0 0 4.1256161978031614e-05
0 0.0 5 0.0003564955535025338
1 0.0 5 0.0003261705113648261
2 0.0 5 0.0002961980859961799
3 0.0 5 0.00030853967291269435
4 0.0 4 0.00024330557063972913
5 0.0 4 0.00023977940294928057
6 0.0 4 0.0002443634209468304
7 0.0 4 0.000233784917875568
8 0.0 4 0.00022496949864947435
9 0.0 4 0.00021932763034479552
10 0.0 3 0.0001978180074331537
11 0.0 3 0.0001579723125313126
12 0.0 3 0.0001540935280718303
13 0.0 2 0.00015338829453373504
14 0.0 1 8.110185687992821e-05
15 0.0 0 3.631952721142029e-05
0 0.0 5 0.0002154488458853132
1 0.0 4 0.0001576196957622511
2 0.0 4 0.00017666100129057338
3 0.0 3 0.00011636353378421949
4 0.0 3 0.00013611007285060928
5 0.0 3 0.00010754811455815361
6 0.0 3 0.00010613764748196308
7 0.0 3 0.00010402194686770505
8 0.0 3 0.00025987855878473187
9 0.0 3 0.00016290894729789618
10 0.0 2 0.00010507979717483407
11 0.0 2 0.00010155362948441327
12 0.0 2 9.767484502493096e-05
13 0.0 2 9.908531210109373e-05
14 0.0 1 5.148204828028802e-05
15 0.0 1 4.901373089699623e-05
16 0.0 1 8.674372518460705e-05
17 0.0 1 4.68980302827382e-05
18 0.0 0 5.289251535645079e-06
0 0.0 5 0.000268341361241764
1 0.0 4 0.00025282622340389027
2 0.0 4 0.00024224772033257236
3 0.0 4 0.0002471843550991837
4 0.0 4 0.0002411898700254711
5 0.0 3 0.0001882973546690203
6 0.0 3 0.00017313483360015258
7 0.0 3 0.00016925604914067027
8 0.0 3 0.00016784558206447975
9 0.0 3 0.00015973539637650913
10 0.0 3 0.00023801631910408405
11 0.0 3 0.0001650246479121542
12 0.0 2 0.00012694203685550964
13 0.0 2 0.00015973539637650913
14 0.0 2 9.838007856302622e-05
