a p ford tiempo
0 0.0 9 0.0049398083175233864
1 0.0 9 0.007167641064338426
2 0.0 9 0.006369669315994031
3 0.0 8 0.00640951501089404
4 0.0 8 0.0037313906500138216
5 0.0 8 0.004322376354931379
6 0.0 8 0.0037338589673971967
7 0.0 8 0.0035318095587335563
8 0.0 8 0.003725396164938388
9 0.0 8 0.0045783761292561564
10 0.0 8 0.0049239405629180055
11 0.0 8 0.0034387187317079793
12 0.0 8 0.0035413302114974954
13 0.0 8 0.004453902409782273
14 0.0 8 0.003921803705296156
15 0.0 8 0.0034926690973691166
16 0.0 8 0.0033170659463870322
17 0.0 8 0.003300492958242529
18 0.0 8 0.003270873149645581
19 0.0 8 0.0032454847422727084
20 0.0 7 0.0029492866562783604
21 0.0 7 0.002835744056643108
22 0.0 7 0.002793430044356171
23 0.0 7 0.0029203720812134293
24 0.0 7 0.002792372194054593
25 0.0 7 0.0027557000500699758
26 0.0 7 0.0027433584631531005
27 0.0 7 0.0027183226725533416
28 0.0 7 0.0027197331396280333
29 0.0 7 0.0026827083788809603
30 0.0 7 0.0026664880075060182
31 0.0 7 0.0026499150193579624
32 0.0 7 0.002635457731830826
33 0.0 7 0.0026202952107574617
34 0.0 7 0.0028318652721850412
35 0.0 7 0.0026132428753768977
36 0.0 7 0.0025755128810907024
37 0.0 6 0.002525441299887632
38 0.0 6 0.002577628581708069
39 0.0 6 0.0024937057906733173
40 0.0 6 0.002600901288463575
41 0.0 6 0.0024729014013011863
42 0.0 6 0.0029834904828724973
43 0.0 6 0.0031478098972463897
44 0.0 5 0.0022535737709539205
45 0.0 5 0.0021372102371692847
46 0.0 5 0.002235942932500734
47 0.0 5 0.0028491434938686666
48 0.0 5 0.004211302072683054
49 0.0 4 0.0027782675232899123
50 0.0 4 0.002240879567271037
51 0.0 4 0.001825144396566003
52 0.0 4 0.0017567367433741765
53 0.0 4 0.0017447477732268624
54 0.0 3 0.001384373435264763
55 0.0 3 0.0014855744479795874
56 0.0 3 0.0030356777646929345
57 0.0 3 0.002072328751665964
58 0.0 3 0.0022489897529567315
59 0.0 3 0.0013931888544860271
60 0.0 3 0.0012549630810241297
61 0.0 3 0.0013314809199052036
62 0.0 3 0.0012602523325604409
63 0.0 3 0.0014252769804699028
64 0.0 3 0.0014947424839739654
65 0.0 3 0.0012546104642545686
66 0.0 3 0.0027606366848402786
67 0.0 3 0.0019531442837319446
68 0.0 3 0.0014816956635215206
69 0.0 3 0.0011773873918379252
70 0.0 3 0.0011643405713819277
71 0.0 3 0.001150235900617247
72 0.0 3 0.0011449466490809357
73 0.0 2 0.0008462802457032126
74 0.0 2 0.0008452223953945293
75 0.0 2 0.0008801314555313411
76 0.0 2 0.0008762526710697216
77 0.0 2 0.0012038336495123758
78 0.0 2 0.0009467760248789148
79 0.0 2 0.0010726602114274897
80 0.0 2 0.0008335860420203289
81 0.0 2 0.0007965612812697032
82 0.0 2 0.0007884510955804558
83 0.0 2 0.0007810461434303306
84 0.0 2 0.0007690571732830165
85 0.0 2 0.0007644731552858275
86 0.0 2 0.0007630626882111358
87 0.0 2 0.0007524841851385133
88 0.0 2 0.0007711728738968304
89 0.0 2 0.000744373999449266
90 0.0 2 0.000733090262841074
91 0.0 2 0.0007239222268431433
92 0.0 2 0.0007274483945352017
93 0.0 2 0.0007105227896211375
94 0.0 2 0.000723922226846696
95 0.0 2 0.0006738506456400728
96 0.0 2 0.000662919525801442
96 0.0 2 0.0006724401785653811
97 0.0 2 0.0006615090587231975
98 0.0 2 0.0006505779388845667
99 0.0 2 0.0006442308370395722
100 0.0 2 0.0006417625196597498
101 0.0 2 0.0006311840165871274
102 0.0 2 0.0006234264476674412
103 0.0 2 0.0006191950464398133
104 0.0 2 0.0006086165433671908
105 0.0 2 0.0006040325253700018
106 0.0 2 0.0006012115912206184
107 0.0 2 0.0005818176689196264
108 0.0 2 0.000574765333542615
109 0.0 2 0.0005670077646193761
110 0.0 1 0.0003758894757979192
111 0.0 1 0.00036848452365134676
112 0.0 1 0.00036249003857591333
113 0.0 1 0.00037271592487897465
114 0.0 1 0.00035402723612065756
115 0.0 1 0.00035296938581197423
116 0.0 1 0.00033992256535952947
117 0.0 0 0.00016149848022095625
0 0.0 9 0.004095643772433988
1 0.0 9 0.00400325817894398
2 0.0 9 0.003986332574029916
3 0.0 9 0.003965880801427346
