a p ford tiempo
0 0.0 2 0.0008808366890704633
1 0.0 1 0.0005645394472395537
2 0.0 1 0.0005557240280111841
3 0.0 1 0.00044923376376004853
4 0.0 1 0.0004319555420835286
5 0.0 1 0.00043019245823217034
6 0.0 1 0.0005730022496948095
7 0.0 1 0.0004196139551595479
8 0.0 1 0.000492253009582555
9 0.0 1 0.00041749825454218126
10 0.0 1 0.0003956360148649196
11 0.0 0 1.5162521066258705e-05
0 0.0 2 0.0009369027553418618
1 0.0 2 0.0007288588616134462
2 0.0 2 0.001009541809764869
3 0.0 2 0.0006498727053454445
4 0.0 1 0.0007877458620413336
5 0.0 1 0.000892120425682208
6 0.0 1 0.000596627573216324
7 0.0 1 0.0006082639266011824
8 0.0 1 0.0004936634766607995
9 0.0 1 0.0009330239708873478
10 0.0 1 0.000550787393244434
11 0.0 1 0.000742258298835452
12 0.0 1 0.0007260379274569573
13 0.0 1 0.0007450792329919409
14 0.0 1 0.0004485285302209263
15 0.0 1 0.0003025451878357899
16 0.0 1 0.00034838536781478524
17 0.0 1 0.00041573517070503385
18 0.0 0 1.3752053995119695e-05
0 0.0 2 0.0006893657834794453
1 0.0 2 0.0010412773189898417
2 0.0 2 0.0006364732681234386
3 0.0 2 0.000836054359403704
4 0.0 2 0.0007404952149911992
5 0.0 2 0.0006911288673236982
6 0.0 2 0.0009397236894983507
7 0.0 2 0.0009072829467484667
8 0.0 2 0.00142351389662565
9 0.0 2 0.0013106765305366253
10 0.0 2 0.001160461786923861
11 0.0 2 0.0009763958334829681
12 0.0 2 0.00046439628482630724
13 0.0 2 0.0005694760820063038
14 0.0 1 0.0004189087216275311
15 0.0 1 0.000617079345829552
16 0.0 0 0.00042102442223779235
0 0.0 2 0.0012715360691686328
1 0.0 2 0.001019767696071483
2 0.0 2 0.002481716820526003
3 0.0 2 0.0011234370261732352
4 0.0 2 0.0019905216612485788
5 0.0 2 0.0008938835095264608
6 0.0 2 0.0011177951578602574
7 0.0 2 0.0011428309484671217
8 0.0 2 0.0008769579046159492
9 0.0 2 0.000858269215846974
10 0.0 2 0.0008857733238372134
11 0.0 2 0.0008272389401753344
12 0.0 2 0.0007750516583584499
13 0.0 1 0.0003815313441037915
14 0.0 1 0.00034697490074364623
15 0.0 1 0.0003850575117922972
16 0.0 1 0.00039210984717641395
16 0.0 1 0.0005645394472395537
17 0.0 1 0.00037694732611015525
17 0.0 1 0.00032934406228690705
18 0.0 1 0.0005673603813889372
19 0.0 1 0.0005067102971167969
19 0.0 1 0.0003526167690424131
20 0.0 1 0.0006752611127183172
20 0.0 1 0.00033357546352164036
21 0.0 1 0.00033604378089791
22 0.0 1 0.0017094860963240421
23 0.0 1 0.00025212098987026366
23 0.0 1 0.000665387843184817
24 0.0 1 0.00022990613341278276
25 0.0 1 0.00023237445079615782
26 0.0 1 0.00021015959434578235
27 0.0 1 0.00011953708470713309
