a p ford tiempo
0 0.0 5 0.005827344725204853
1 0.0 4 0.004674993123977345
2 0.0 4 0.004296635330788945
3 0.0 4 0.00524270612213229
4 0.0 4 0.0026728351093439073
5 0.0 4 0.0026901133310275327
6 0.0 4 0.0031192479389545724
7 0.0 4 0.004665472471209853
8 0.0 4 0.0026590830553487876
9 0.0 4 0.0028089451821955436
10 0.0 4 0.0025289674675761376
11 0.0 4 0.0025409564377270044
12 0.0 4 0.0028174079846507993
13 0.0 4 0.0034478867677023572
14 0.0 3 0.002974322446881672
15 0.0 3 0.002128394817944468
16 0.0 3 0.0027021023011783996
17 0.0 3 0.002456681029919139
18 0.0 2 0.00124121102702901
19 0.0 2 0.001689386940483928
20 0.0 1 0.0007412004485303214
21 0.0 1 0.0006072060762889464
22 0.0 1 0.00059768542352856
23 0.0 1 0.0005931014055349237
24 0.0 1 0.0005941592558400544
25 0.0 1 0.0005864016869168154
26 0.0 1 0.0005825229024623013
27 0.0 1 0.0005828755192283097
28 0.0 1 0.0005751179503121762
29 0.0 1 0.0005821702856962929
30 0.0 1 0.0005663025310838066
31 0.0 1 0.0005634815969344231
32 0.0 1 0.000559955429238812
33 0.0 1 0.0005557240280111841
34 0.0 1 0.000556076644784298
35 0.0 1 0.000548319075861059
36 0.0 1 0.0005458507584847894
37 0.0 1 0.0005454981417116755
38 0.0 1 0.0005398562734058032
39 0.0 1 0.000536682722483306
40 0.0 1 0.0005331565547948003
41 0.0 0 1.5162521066258705e-05
0 0.0 5 0.003349154072367355
1 0.0 5 0.0034905533967588553
2 0.0 4 0.002763105002216548
3 0.0 3 0.0023191604899963636
4 0.0 3 0.0019697172718764477
5 0.0 3 0.0020501138952155884
6 0.0 3 0.0019203509242089467
7 0.0 3 0.0019439762477375666
8 0.0 3 0.0019312820440475775
9 0.0 3 0.0019217613912871911
10 0.0 3 0.0019101250379023327
11 0.0 3 0.0019009570019079547
12 0.0 3 0.0018565272890072038
13 0.0 3 0.0019485602657383083
14 0.0 3 0.0018417173847140589
15 0.0 3 0.0018974308342265545
16 0.0 3 0.001845596169168573
17 0.0 3 0.0018438330853243201
18 0.0 3 0.0017951719712030467
19 0.0 3 0.001818092061185439
20 0.0 3 0.0018360755164081866
21 0.0 3 0.0018237339294913113
22 0.0 3 0.0017845934681233189
23 0.0 3 0.0017704887973621908
24 0.0 3 0.0017785989830514382
25 0.0 3 0.0018106871090353138
26 0.0 3 0.0017151279646299145
27 0.0 3 0.0017443951564573013
28 0.0 3 0.0017398111384565595
29 0.0 2 0.001131547211855377
30 0.0 2 0.001361100728509257
31 0.0 2 0.001167866739073986
32 0.0 2 0.001160109170150747
33 0.0 2 0.0011206160920167463
