a p ford tiempo
0 0.0 2 0.00023166921726125445
1 0.0 1 0.00010190624625350253
2 0.0 1 0.00010931119840340564
3 0.0 1 9.908531210101046e-05
4 0.0 1 8.03966233418052e-05
5 0.0 1 8.533325810833325e-05
6 0.0 1 7.89861562657812e-05
7 0.0 1 7.616522211328913e-05
8 0.0 1 7.863353949666418e-05
9 0.0 1 7.863353949644214e-05
9 0.0 1 0.00018406595344044874
10 0.0 1 8.321755749429727e-05
11 0.0 1 7.863353949666418e-05
12 0.0 0 5.289251535645079e-06
0 0.0 2 0.0002542366904800808
1 0.0 2 0.00022884828310898442
2 0.0 2 0.00020134417512340796
3 0.0 2 0.00019958109127826695
4 0.0 2 0.00017348745036915858
5 0.0 1 9.838007856299846e-05
6 0.0 1 9.026989287508336e-05
7 0.0 1 0.00017242960006202956
8 0.0 0 7.40495214990311e-06
0 0.0 2 0.0002267325824947264
1 0.0 2 0.0002101595943495571
2 0.0 1 9.661699471785745e-05
3 0.0 1 9.591176117962341e-05
4 0.0 1 0.00010120101271526849
5 0.0 1 9.873269533211548e-05
6 0.0 1 9.34434437964704e-05
7 0.0 1 9.41486773344824e-05
8 0.0 1 8.709634195369631e-05
8 0.0 1 8.85068090297203e-05
9 0.0 1 8.603849164634525e-05
10 0.0 1 7.475475503726514e-05
11 0.0 1 7.299167119190209e-05
12 0.0 1 6.946550350139802e-05
13 0.0 1 5.95922339683419e-05
14 0.0 1 4.407709613030164e-05
15 0.0 0 9.873269533056117e-06
0 0.0 2 0.0002404846364874036
1 0.0 2 0.00022320641480422232
2 0.0 2 0.00021932763034460123
3 0.0 2 0.0003392173318195191
4 0.0 2 0.00033992256535753107
5 0.0 2 0.00034450658335516415
6 0.0 1 0.00017172436652401757
7 0.0 1 0.00012835250393172792
8 0.0 1 9.132774318221237e-05
9 0.0 1 8.885942579883732e-05
10 0.0 1 8.251232395606323e-05
11 0.0 1 7.440213826814812e-05
12 0.0 0 2.785672475447143e-05
0 0.0 2 0.0002189750135759283
1 0.0 2 0.0002059281931212631
2 0.0 2 0.00016396679760499744
3 0.0 2 0.000202754642199654
4 0.0 1 0.00013716792315787707
5 0.0 1 9.626437794874043e-05
6 0.0 0 4.5487563206547676e-05
0 0.0 2 0.0001417519411552881
1 0.0 1 6.664456934912799e-05
2 0.0 1 6.347101842774094e-05
3 0.0 1 6.170793458259993e-05
4 0.0 1 6.135531781348291e-05
5 0.0 1 9.379606056558742e-05
6 0.0 1 9.238559348934139e-05
7 0.0 1 9.309082702735338e-05
8 0.0 0 6.69971861166907e-06
0 0.0 2 0.00022884828310898442
1 0.0 2 0.00019323398943549286
2 0.0 2 0.00020698604342817006
3 0.0 2 0.00019993370804738397
4 0.0 2 0.00019746539066400892
5 0.0 2 0.00019182352235946887
6 0.0 2 0.00018970782174521084
7 0.0 1 0.00010437456363665554
8 0.0 1 9.48539108724944e-05
8 0.0 1 9.026989287508336e-05
9 0.0 0 1.5515137837818216e-05
0 0.0 2 0.00022849566634008944
1 0.0 2 0.00020275464219987605
2 0.0 2 0.00021439099557829522
3 0.0 1 0.00017842408513590868
4 0.0 1 0.0001738400671382756
5 0.0 1 0.0001681981988335135
6 0.0 1 0.00015656184545509433
6 0.0 1 0.0001537409113028243
7 0.0 1 0.0001505673603812152
8 0.0 1 0.00013857839023390106
9 0.0 1 0.0001279998871626109
9 0.0 1 0.00012130016855094183
10 0.0 1 8.180709041782919e-05
11 0.0 0 6.347101842774094e-06
0 0.0 2 0.0002327270675686055
1 0.0 2 0.00021826978003769426
2 0.0 2 0.00031171322383416467
3 0.0 1 0.00011530568347706271
4 0.0 1 0.00011460044993905072
5 0.0 1 0.00010719549778914761
6 0.0 1 9.450129410359942e-05
7 0.0 1 8.28649407249582e-05
8 0.0 1 9.90853121012325e-05
8 0.0 1 0.00010437456363665554
9 0.0 1 8.603849164634525e-05
10 0.0 1 7.440213826814812e-05
11 0.0 0 4.01983116709026e-05
0 0.0 2 0.00023272706756838346
1 0.0 2 0.00020945436081176716
2 0.0 2 0.00020733866019728708
3 0.0 2 0.00019922847450937198
4 0.0 2 0.00019288137266659788
5 0.0 1 0.00016643511498815045
6 0.0 1 0.00014915689330519122
7 0.0 1 0.00014280979146241712
8 0.0 1 7.96913898037932e-05
9 0.0 1 5.818176689231791e-05
10 0.0 1 5.324513212556781e-05
11 0.0 0 3.3851209828128503e-05
0 0.0 2 0.0001417519411552881
1 0.0 2 0.00012835250393172792
2 0.0 2 0.00012306325239608285
3 0.0 2 0.00011953708470580082
4 0.0 2 0.00012905773746973992
5 0.0 1 0.0001022588630223975
6 0.0 1 9.802746179410349e-05
7 0.0 1 9.097512641309535e-05
8 0.0 0 3.8082611056644566e-05
0 0.0 2 0.00013611007285074805
1 0.0 2 0.000132583905160244
2 0.0 1 6.382363519685796e-05
3 0.0 1 6.135531781348291e-05
4 0.0 1 6.065008427547092e-05
5 0.0 0 7.40495214990311e-06
0 0.0 2 0.0001413993243861711
1 0.0 2 0.0001287051207006229
2 0.0 2 0.00012447371947210684
3 0.0 2 0.0001269420368554819
4 0.0 2 0.00013787315669588907
5 0.0 1 8.991727610596634e-05
6 0.0 1 6.664456934912799e-05
7 0.0 1 6.206055135149491e-05
8 0.0 1 5.6418683046954854e-05
9 0.0 1 5.183466504932177e-05
9 0.0 1 5.183466504932177e-05
9 0.0 1 5.148204828020475e-05
10 0.0 1 4.5487563206547676e-05
11 0.0 0 4.231401228516063e-06
0 0.0 2 0.00019852324097113794
1 0.0 2 0.00022743781603296043
2 0.0 2 0.00020874912727353312
3 0.0 2 0.00020804389373529908
4 0.0 1 0.00010931119840340564
5 0.0 1 9.767484502476442e-05
6 0.0 1 9.696961148697447e-05
7 0.0 1 9.168035995132939e-05
8 0.0 1 9.026989287486131e-05
9 0.0 0 2.4683173833084382e-05
0 0.0 2 0.00022532211541848035
1 0.0 2 0.00022461688188046836
2 0.0 2 0.00021862239680681128
3 0.0 2 0.00021368576204006118
4 0.0 2 0.00018794473790006982
5 0.0 2 0.00018371333667133172
5 0.0 2 0.00018477118697868278
6 0.0 1 9.309082702735338e-05
6 0.0 1 8.92120425677323e-05
7 0.0 1 9.767484502498647e-05
8 0.0 1 8.498064133943828e-05
9 0.0 1 8.145447364893421e-05
9 0.0 1 7.651783888218411e-05
10 0.0 1 7.828092272754716e-05
11 0.0 1 7.334428796079706e-05
12 0.0 0 9.873269533278162e-06
0 0.0 2 0.00022391164834223432
1 0.0 2 0.00021439099557829522
2 0.0 2 0.00020698604342817006
3 0.0 1 0.00010331671332974857
4 0.0 1 0.00010860596486539364
5 0.0 1 9.873269533211548e-05
6 0.0 1 9.132774318221237e-05
7 0.0 1 8.885942579883732e-05
8 0.0 1 8.639110841546227e-05
9 0.0 0 5.888700043010786e-05
0 0.0 2 0.00022285379803532734
1 0.0 2 0.00021262791173293216
2 0.0 2 0.00020733866019728708
3 0.0 1 0.00010472718040577256
4 0.0 1 0.00010472718040577256
5 0.0 1 9.273821025845841e-05
6 0.0 1 9.132774318221237e-05
7 0.0 1 6.876026996338602e-05
8 0.0 1 6.699718611802297e-05
9 0.0 1 6.629195258001097e-05
10 0.0 1 6.5234102273104e-05
11 0.0 0 1.0578503071290157e-05
0 0.0 2 0.0002302587501850084
1 0.0 1 0.00019182352235946887
2 0.0 1 0.00018159763605729573
3 0.0 1 0.00019605492358798493
4 0.0 1 0.00017489791744518257
5 0.0 1 0.00011777400086043777
6 0.0 1 0.0001512725939196713
7 0.0 1 9.661699471785745e-05
8 0.0 1 8.78015754917083e-05
9 0.0 0 1.1636353378419173e-05
0 0.0 2 0.0002267325824947264
1 0.0 1 0.00011107428224854665
2 0.0 1 0.00011107428224854665
3 0.0 1 0.0001135425996319217
4 0.0 1 0.0001004957791772565
5 0.0 1 9.767484502498647e-05
6 0.0 0 7.40495214990311e-06
0 0.0 2 0.00021262791173293216
1 0.0 2 0.00015091997715055427
2 0.0 2 0.00014351502500042912
3 0.0 2 0.0001731348336002636
4 0.0 2 0.00012553156977923585
5 0.0 1 5.994485073723688e-05
6 0.0 1 5.994485073723688e-05
7 0.0 0 4.231401228516063e-06
0 0.02 2 0.00014668857592181617
1 0.02 2 0.00013046820454598596
2 0.02 1 6.593933581089395e-05
3 0.02 0 4.936634766750103e-06
0 0.02 2 0.00014527810884579218
1 0.02 2 0.00013187867162200995
2 0.02 2 0.00012835250393172792
3 0.02 1 0.00011107428224854665
4 0.02 1 0.00010895858163428862
5 0.02 1 0.00010719549778914761
6 0.02 1 0.00010472718040577256
7 0.02 1 0.00011142689901766367
8 0.02 1 8.286494072518025e-05
9 0.02 1 8.074924011070017e-05
10 0.02 1 7.96913898037932e-05
11 0.02 1 7.792830595865219e-05
12 0.02 1 4.5487563206547676e-05
13 0.02 1 4.4077096130523685e-05
14 0.02 1 4.01983116709026e-05
15 0.02 1 4.01983116709026e-05
15 0.02 1 3.914046136377358e-05
16 0.02 1 3.6319527211503555e-05
16 0.02 1 3.5614293673269515e-05
17 0.02 0 5.641868304762099e-06
0 0.02 2 0.000135757456081409
1 0.02 1 0.00012024231824381282
2 0.02 1 0.00011142689901744163
3 0.02 1 0.00011142689901766367
4 0.02 1 0.0001086059648651716
5 0.02 0 4.619279674455967e-05
0 0.02 2 0.00026869397801077
1 0.02 2 0.00024577388802304867
2 0.02 2 0.00020733866019750913
3 0.02 2 0.00020275464219987605
4 0.02 1 0.0001029640965604095
5 0.02 1 9.802746179388144e-05
6 0.02 1 9.41486773344824e-05
7 0.02 1 9.238559348911934e-05
8 0.02 1 8.885942579883732e-05
9 0.02 1 8.462802457032126e-05
10 0.02 0 5.7476533353861825e-05
0 0.02 2 0.00016608249821925547
1 0.02 2 0.00014915689330519122
2 0.02 2 0.00012870512070084494
3 0.02 1 6.311840165862392e-05
4 0.02 1 6.02974675063539e-05
5 0.02 1 5.923961719922488e-05
6 0.02 1 6.065008427524887e-05
7 0.02 0 4.231401228516063e-06
0 0.02 2 0.0001607932466836104
1 0.02 2 0.00012976297100797396
2 0.02 2 0.00012729465362437686
3 0.02 1 6.311840165862392e-05
4 0.02 1 6.206055135149491e-05
5 0.02 1 5.994485073723688e-05
6 0.02 1 6.382363519685796e-05
7 0.02 1 5.6771299816071874e-05
8 0.02 1 5.677129981584983e-05
9 0.02 1 5.6066066277837834e-05
10 0.02 0 4.619279674478172e-05
0 0.02 2 0.00014422025853866316
1 0.02 2 0.000131878671622232
2 0.02 1 0.0001135425996319217
3 0.02 1 0.00011001643194141764
4 0.02 1 0.00010825334809627662
5 0.02 1 0.0001054324139440066
6 0.02 1 9.732222825586945e-05
7 0.02 1 9.520652764183346e-05
8 0.02 1 0.0001061376474820186
9 0.02 1 5.8181766892095865e-05
9 0.02 1 5.641868304673281e-05
10 0.02 1 4.971896443506374e-05
11 0.02 1 4.9013730897051744e-05
12 0.02 1 4.8661114127934724e-05
13 0.02 1 4.654541351367669e-05
14 0.02 1 4.1608778747148634e-05
15 0.02 1 3.949307813266856e-05
16 0.02 0 2.5035790602201402e-05
0 0.02 2 0.00013716792315765503
1 0.02 2 0.0001304682045457639
2 0.02 1 6.488148550398698e-05
3 0.02 1 6.5234102273104e-05
4 0.02 0 4.5840179974110384e-06
0 0.02 2 0.00014034147407904207
