a p ford tiempo
0 0.0 5 0.0010550293729769677
1 0.0 5 0.0010278778817602863
2 0.0 5 0.0010187098457654642
3 0.0 5 0.0009538283602612552
4 0.0 4 0.000931260887043095
5 0.0 4 0.0009813324682470537
6 0.0 4 0.0010839439480383462
7 0.0 4 0.0009178614498193127
8 0.0 4 0.0009090460305931636
9 0.0 3 0.0007299167119194649
10 0.0 3 0.0007024126039341105
11 0.0 3 0.0006678561605673039
12 0.0 3 0.0006569250407273408
13 0.0 3 0.0006428203699657686
14 0.0 3 0.0004654541351367669
15 0.0 3 0.00036425312242149843
16 0.0 3 0.0003572007870404903
17 0.0 3 0.00044535497930153767
18 0.0 2 0.0004365395600753885
19 0.0 2 0.00042419797315895735
20 0.0 2 0.0003892889130234778
21 0.0 2 0.00036636882303575646
22 0.0 1 0.0002482422054064237
23 0.0 1 0.00023907416941160164
24 0.0 0 0.0001093111984031836
0 0.0 5 0.0009912057377801098
1 0.0 5 0.0009562966776446302
2 0.0 4 0.007215596944928571
3 0.0 4 0.0016474255449692166
4 0.0 3 0.0012877564405453512
5 0.0 3 0.0009972002228537669
6 0.0 3 0.0007838670775828227
7 0.0 3 0.0006904236337863523
8 0.0 3 0.0009651120968707794
9 0.0 3 0.0007080544722386506
10 0.0 3 0.0006660930767221629
11 0.0 3 0.0006428203699653245
12 0.0 3 0.0006354154178156435
13 0.0 3 0.001738753288151429
14 0.0 2 0.00046615936867500096
15 0.0 2 0.0004700381531344
16 0.0 2 0.00044535497930153767
17 0.0 2 0.0004375974103822955
18 0.0 2 0.0004421814283799286
19 0.0 2 0.000532451321255234
20 0.0 2 0.00045628609914150076
21 0.0 2 0.0004393604942274365
22 0.0 2 0.0008783683716862001
23 0.0 2 0.000404098817323284
24 0.0 2 0.0003617848050381234
25 0.0 2 0.0003572007870404903
26 0.0 2 0.0008498064133939387
27 0.0 2 0.0013075029796119075
28 0.0 2 0.00042419797315895735
29 0.0 2 0.0004809692729748072
30 0.0 1 0.00026164164263020595
31 0.0 1 0.00027927248108206015
32 0.0 1 0.0001932339894357149
32 0.0 1 0.0006837239151744612
33 0.0 1 0.00019852324097113794
34 0.0 1 0.00027786201400603616
35 0.0 1 0.00016502464791212645
35 0.0 1 0.00019817062420202092
36 0.0 1 0.0001674929652955015
37 0.0 1 0.00017101913298578353
37 0.0 1 0.00016396679760521948
38 0.0 0 7.369690472991408e-05
0 0.0 5 0.0006357680345847605
1 0.0 5 0.0007341481131475369
2 0.0 5 0.000870610802767402
3 0.0 5 0.0006971233523982434
4 0.0 5 0.0007880984788113388
5 0.0 5 0.0006114374775210152
6 0.0 5 0.0005451455249403381
7 0.0 5 0.0006100270104445471
8 0.0 5 0.0006001537409110469
9 0.0 5 0.0007136963405431906
10 0.0 5 0.0016146321854484391
11 0.0 5 0.0007739938080497666
12 0.0 5 0.0005782915012306766
13 0.0 5 0.0008208918383325603
14 0.0 5 0.0008526273475464308
15 0.0 5 0.0009210350007404777
16 0.0 5 0.002615005959223371
17 0.0 5 0.0008808366890695751
18 0.0 5 0.0008416962277060236
19 0.0 5 0.0008970570604454053
