veces flujo tiempo
1 13.344234973200034 0.08623569564485933
2 10.458068209737412 0.22529802319304082
3 5.546700581890698 0.29537821185731516
4 2.5682551702275256 4.526446461963008
5 2.3640931565775847 9.093037327698045
6 2.140435950466963 17.67597164535034
7 1.8409475967475002 20.536103587632557
