p,k,DistanciaPromedio,tDistancia,DensidadPromedio,tDensidad
0.0009765625, 1, 1.0, 0.7704378586555841, 0.0, 0.00014351512621224582 
0.0009765625, 2, 0.5078125, 0.7618893642949881, 0.5, 0.0003607272091279423 
0.0009765625, 3, 0.34375, 0.7781132732803047, 0.5999999999999999, 0.0006865453335018756 
0.0009765625, 4, 0.21478652954101562, 0.7927687417708, 0.6406250000000002, 0.0012052449665684861 
0.0009765625, 5, 0.212646484375, 0.8200813981123707, 0.6666666666666671, 0.0016185121113365675 
0.0009765625, 6, 0.15458297729492188, 0.824579380790412, 0.6801791958041967, 0.0022729692962260017 
0.0009765625, 7, 0.15625, 0.8291253193828636, 0.6923076923076931, 0.0030466110331044405 
0.0009765625, 8, 0.138671875, 0.8392408437702095, 0.7000000000000016, 0.0039426108751321465 
0.0009765625, 9, 0.125, 0.8569175348685336, 0.705882352941175, 0.0051041313315032255 
0.0009765625, 10, 0.114501953125, 0.8653591862727614, 0.7105263157894749, 0.0064952054664093595 
0.0009765625, 11, 0.10461044311523438, 0.877976881017851, 0.7137931135893081, 0.007579855412917169 
0.0009765625, 12, 0.09814453125, 0.8931866634602024, 0.7173913043478269, 0.00894483588851358 
0.0009765625, 13, 0.091552734375, 0.9052440497641339, 0.7199999999999992, 0.010446631766985348 
0.0009765625, 14, 0.08206558227539062, 0.9214150661967917, 0.7214439655172428, 0.012173397302762012 
0.0009765625, 15, 0.08178710937500001, 0.9279427124288322, 0.7241379310344815, 0.013967160071905127 
0.0009765625, 16, 0.0771484375, 0.9358064245410151, 0.7258064516129016, 0.015901969648137282 
0.0009765625, 17, 0.07421875, 0.9462833813715257, 0.727272727272729, 0.01810758909397947 
0.0009765625, 18, 0.0712890625, 0.956888338179466, 0.7285714285714279, 0.02020319203029075 
0.0009765625, 19, 0.068359375, 0.9679206668128835, 0.7297297297297275, 0.023228293425315627 
0.0009765625, 20, 0.0654296875, 0.9768111996806716, 0.7307692307692302, 0.025420160807463787 
0.0009765625, 21, 0.0625, 0.9942005079095502, 0.7317073170731722, 0.027844402804291235 
0.0009765625, 22, 0.060791015625, 1.0022405285305958, 0.732558139534884, 0.030688611669226873 
0.0009765625, 23, 0.059326171875, 1.0168519198938775, 0.7333333333333341, 0.03341751476936494 
0.0009765625, 24, 0.057861328125, 1.0275154111267604, 0.7340425531914873, 0.03716195488053842 
0.0009765625, 25, 0.056224822998046875, 1.0340927763582997, 0.7343182272909186, 0.039266725859310014 
0.0009765625, 26, 0.054931640625, 1.0513593738650115, 0.7352941176470581, 0.043519639710037694 
0.0009765625, 27, 0.053318023681640625, 1.0818536935574734, 0.7354789046121587, 0.047071198312515605 
0.0009765625, 28, 0.052001953125, 1.070239546844821, 0.7363636363636349, 0.05018233825986229 
0.0009765625, 29, 0.050537109375, 1.0823427733610522, 0.7368421052631599, 0.054639769980866504 
0.0009765625, 30, 0.049072265625, 1.0836992910282248, 0.7372881355932189, 0.05856757094125342 
0.0009765625, 31, 0.047607421875, 1.0963762254322909, 0.7377049180327889, 0.06223055652133169 
0.0009765625, 32, 0.04638671875, 1.103846416952699, 0.7380952380952397, 0.06745880904307455 
0.0009765625, 33, 0.0458984375, 1.1128325090322804, 0.738461538461537, 0.07162180555427966 
0.0009765625, 34, 0.04541015625, 1.1201203975545297, 0.7388059701492543, 0.07582852657568395 
0.0009765625, 35, 0.044918060302734375, 1.1245637245948288, 0.739062226620594, 0.08162449249596193 
0.0009765625, 36, 0.04443359375, 1.1436981344444064, 0.7394366197183085, 0.09048046889600414 
